project,access,agent,granularity,timestamp,views
en.wikipedia,all-access,user,daily,2016121700,228264373
en.wikipedia,all-access,user,daily,2016121800,259846401
en.wikipedia,all-access,user,daily,2016121900,273998881
en.wikipedia,all-access,user,daily,2016122000,262946920
en.wikipedia,all-access,user,daily,2016122100,255436930
en.wikipedia,all-access,user,daily,2016122200,246234247
en.wikipedia,all-access,user,daily,2016122300,230865393
en.wikipedia,all-access,user,daily,2016122400,234194501
en.wikipedia,all-access,user,daily,2016122500,237753889
en.wikipedia,all-access,user,daily,2016122600,260389339
en.wikipedia,all-access,user,daily,2016122700,274080180
en.wikipedia,all-access,user,daily,2016122800,274697955
en.wikipedia,all-access,user,daily,2016122900,281605235
en.wikipedia,all-access,user,daily,2016123000,258525316
en.wikipedia,all-access,user,daily,2016123100,240635052
en.wikipedia,all-access,user,daily,2017010100,257199090
en.wikipedia,all-access,user,daily,2017010200,289715316
en.wikipedia,all-access,user,daily,2017010300,287019962
en.wikipedia,all-access,user,daily,2017010400,278697244
en.wikipedia,all-access,user,daily,2017010500,279026471
en.wikipedia,all-access,user,daily,2017010600,270693165
en.wikipedia,all-access,user,daily,2017010700,272476847
en.wikipedia,all-access,user,daily,2017010800,289987187
en.wikipedia,all-access,user,daily,2017010900,297811078
en.wikipedia,all-access,user,daily,2017011000,282557196
en.wikipedia,all-access,user,daily,2017011100,278248095
en.wikipedia,all-access,user,daily,2017011200,276128823
en.wikipedia,all-access,user,daily,2017011300,273968564
en.wikipedia,all-access,user,daily,2017011400,269994437
en.wikipedia,all-access,user,daily,2017011500,289171105
en.wikipedia,all-access,user,daily,2017011600,299618845
en.wikipedia,all-access,user,daily,2017011700,291774842
en.wikipedia,all-access,user,daily,2017011800,282653106
en.wikipedia,all-access,user,daily,2017011900,281094198
en.wikipedia,all-access,user,daily,2017012000,273712611
en.wikipedia,all-access,user,daily,2017012100,264983691
en.wikipedia,all-access,user,daily,2017012200,292964407
en.wikipedia,all-access,user,daily,2017012300,299450744
en.wikipedia,all-access,user,daily,2017012400,286912309
en.wikipedia,all-access,user,daily,2017012500,282298672
en.wikipedia,all-access,user,daily,2017012600,289850617
en.wikipedia,all-access,user,daily,2017012700,268555471
en.wikipedia,all-access,user,daily,2017012800,271016458
en.wikipedia,all-access,user,daily,2017012900,291350555
en.wikipedia,all-access,user,daily,2017013000,299500828
en.wikipedia,all-access,user,daily,2017013100,285510006
en.wikipedia,all-access,user,daily,2017020100,279977117
en.wikipedia,all-access,user,daily,2017020200,272267741
en.wikipedia,all-access,user,daily,2017020300,264058228
en.wikipedia,all-access,user,daily,2017020400,259707343
en.wikipedia,all-access,user,daily,2017020500,285537420
en.wikipedia,all-access,user,daily,2017020600,299438185
en.wikipedia,all-access,user,daily,2017020700,285256887
en.wikipedia,all-access,user,daily,2017020800,280026138
en.wikipedia,all-access,user,daily,2017020900,279445823
en.wikipedia,all-access,user,daily,2017021000,262683602
en.wikipedia,all-access,user,daily,2017021100,259409618
en.wikipedia,all-access,user,daily,2017021200,285158525
en.wikipedia,all-access,user,daily,2017021300,295633626
en.wikipedia,all-access,user,daily,2017021400,272347680
en.wikipedia,all-access,user,daily,2017021500,276481812
en.wikipedia,all-access,user,daily,2017021600,270277944
en.wikipedia,all-access,user,daily,2017021700,256844589
en.wikipedia,all-access,user,daily,2017021800,255349596
en.wikipedia,all-access,user,daily,2017021900,279523484
en.wikipedia,all-access,user,daily,2017022000,292354777
en.wikipedia,all-access,user,daily,2017022100,284115741
en.wikipedia,all-access,user,daily,2017022200,278198319
en.wikipedia,all-access,user,daily,2017022300,267769800
en.wikipedia,all-access,user,daily,2017022400,258449664
en.wikipedia,all-access,user,daily,2017022500,257961917
en.wikipedia,all-access,user,daily,2017022600,288334353
en.wikipedia,all-access,user,daily,2017022700,308156045
en.wikipedia,all-access,user,daily,2017022800,283697588
en.wikipedia,all-access,user,daily,2017030100,273828142
en.wikipedia,all-access,user,daily,2017030200,268935201
en.wikipedia,all-access,user,daily,2017030300,258540014
en.wikipedia,all-access,user,daily,2017030400,250948194
en.wikipedia,all-access,user,daily,2017030500,276142985
en.wikipedia,all-access,user,daily,2017030600,285320618
en.wikipedia,all-access,user,daily,2017030700,278448020
en.wikipedia,all-access,user,daily,2017030800,272834694
en.wikipedia,all-access,user,daily,2017030900,270854083
en.wikipedia,all-access,user,daily,2017031000,253765575
en.wikipedia,all-access,user,daily,2017031100,252396289
en.wikipedia,all-access,user,daily,2017031200,277467829
en.wikipedia,all-access,user,daily,2017031300,277408231
en.wikipedia,all-access,user,daily,2017031400,275499945
en.wikipedia,all-access,user,daily,2017031500,268412011
en.wikipedia,all-access,user,daily,2017031600,263317926
en.wikipedia,all-access,user,daily,2017031700,256323496
en.wikipedia,all-access,user,daily,2017031800,261568537
en.wikipedia,all-access,user,daily,2017031900,276319027
en.wikipedia,all-access,user,daily,2017032000,277801413
en.wikipedia,all-access,user,daily,2017032100,281922805
en.wikipedia,all-access,user,daily,2017032200,271012366
en.wikipedia,all-access,user,daily,2017032300,260601934
en.wikipedia,all-access,user,daily,2017032400,245566955
en.wikipedia,all-access,user,daily,2017032500,239863564
en.wikipedia,all-access,user,daily,2017032600,259778385
en.wikipedia,all-access,user,daily,2017032700,265401507
en.wikipedia,all-access,user,daily,2017032800,264167894
en.wikipedia,all-access,user,daily,2017032900,263276748
en.wikipedia,all-access,user,daily,2017033000,253901928
en.wikipedia,all-access,user,daily,2017033100,241839575
en.wikipedia,all-access,user,daily,2017040100,230419522
en.wikipedia,all-access,user,daily,2017040200,251457574
en.wikipedia,all-access,user,daily,2017040300,272061323
en.wikipedia,all-access,user,daily,2017040400,262827644
en.wikipedia,all-access,user,daily,2017040500,255639817
en.wikipedia,all-access,user,daily,2017040600,254099272
en.wikipedia,all-access,user,daily,2017040700,242698879
en.wikipedia,all-access,user,daily,2017040800,233230934
en.wikipedia,all-access,user,daily,2017040900,250629034
en.wikipedia,all-access,user,daily,2017041000,264154074
en.wikipedia,all-access,user,daily,2017041100,250240556
en.wikipedia,all-access,user,daily,2017041200,255669667
en.wikipedia,all-access,user,daily,2017041300,248450679
en.wikipedia,all-access,user,daily,2017041400,241546954
en.wikipedia,all-access,user,daily,2017041500,236139859
en.wikipedia,all-access,user,daily,2017041600,251794497
en.wikipedia,all-access,user,daily,2017041700,274086769
en.wikipedia,all-access,user,daily,2017041800,266916406
en.wikipedia,all-access,user,daily,2017041900,266664552
en.wikipedia,all-access,user,daily,2017042000,258896417
en.wikipedia,all-access,user,daily,2017042100,247393232
en.wikipedia,all-access,user,daily,2017042200,238820490
en.wikipedia,all-access,user,daily,2017042300,261255081
en.wikipedia,all-access,user,daily,2017042400,273337637
en.wikipedia,all-access,user,daily,2017042500,263350189
en.wikipedia,all-access,user,daily,2017042600,257528069
en.wikipedia,all-access,user,daily,2017042700,255523347
en.wikipedia,all-access,user,daily,2017042800,240484340
en.wikipedia,all-access,user,daily,2017042900,232167442
en.wikipedia,all-access,user,daily,2017043000,253595855
en.wikipedia,all-access,user,daily,2017050100,275977724
en.wikipedia,all-access,user,daily,2017050200,265862352
en.wikipedia,all-access,user,daily,2017050300,258532140
en.wikipedia,all-access,user,daily,2017050400,254563078
en.wikipedia,all-access,user,daily,2017050500,245278317
en.wikipedia,all-access,user,daily,2017050600,238331207
en.wikipedia,all-access,user,daily,2017050700,256674077
en.wikipedia,all-access,user,daily,2017050800,271345148
en.wikipedia,all-access,user,daily,2017050900,264175992
en.wikipedia,all-access,user,daily,2017051000,256871416
en.wikipedia,all-access,user,daily,2017051100,251472165
en.wikipedia,all-access,user,daily,2017051200,236455829
en.wikipedia,all-access,user,daily,2017051300,232298708
en.wikipedia,all-access,user,daily,2017051400,249109388
en.wikipedia,all-access,user,daily,2017051500,268622174
en.wikipedia,all-access,user,daily,2017051600,256905060
en.wikipedia,all-access,user,daily,2017051700,257516264
en.wikipedia,all-access,user,daily,2017051800,257557979
en.wikipedia,all-access,user,daily,2017051900,241773391
en.wikipedia,all-access,user,daily,2017052000,233969147
en.wikipedia,all-access,user,daily,2017052100,250815178
en.wikipedia,all-access,user,daily,2017052200,294194978
en.wikipedia,all-access,user,daily,2017052300,267636853
en.wikipedia,all-access,user,daily,2017052400,249190017
en.wikipedia,all-access,user,daily,2017052500,242354018
en.wikipedia,all-access,user,daily,2017052600,228718940
en.wikipedia,all-access,user,daily,2017052700,220897663
en.wikipedia,all-access,user,daily,2017052800,240063283
en.wikipedia,all-access,user,daily,2017052900,262255929
en.wikipedia,all-access,user,daily,2017053000,258298146
en.wikipedia,all-access,user,daily,2017053100,286841738
en.wikipedia,all-access,user,daily,2017060100,244044278
en.wikipedia,all-access,user,daily,2017060200,231445886
en.wikipedia,all-access,user,daily,2017060300,226987955
en.wikipedia,all-access,user,daily,2017060400,243615376
en.wikipedia,all-access,user,daily,2017060500,257693441
en.wikipedia,all-access,user,daily,2017060600,254412119
en.wikipedia,all-access,user,daily,2017060700,250408135
en.wikipedia,all-access,user,daily,2017060800,245829937
en.wikipedia,all-access,user,daily,2017060900,238268665
en.wikipedia,all-access,user,daily,2017061000,224300608
en.wikipedia,all-access,user,daily,2017061100,241797571
en.wikipedia,all-access,user,daily,2017061200,258062552
en.wikipedia,all-access,user,daily,2017061300,249088806
en.wikipedia,all-access,user,daily,2017061400,238520029
en.wikipedia,all-access,user,daily,2017061500,235948603
en.wikipedia,all-access,user,daily,2017061600,227245703
en.wikipedia,all-access,user,daily,2017061700,221464748
en.wikipedia,all-access,user,daily,2017061800,233163958
en.wikipedia,all-access,user,daily,2017061900,247399521
en.wikipedia,all-access,user,daily,2017062000,241695517
en.wikipedia,all-access,user,daily,2017062100,246742513
en.wikipedia,all-access,user,daily,2017062200,233912837
en.wikipedia,all-access,user,daily,2017062300,225519315
en.wikipedia,all-access,user,daily,2017062400,217803545
en.wikipedia,all-access,user,daily,2017062500,230026908
en.wikipedia,all-access,user,daily,2017062600,238229715
en.wikipedia,all-access,user,daily,2017062700,232644768
en.wikipedia,all-access,user,daily,2017062800,235281924
en.wikipedia,all-access,user,daily,2017062900,231746707
en.wikipedia,all-access,user,daily,2017063000,220632550
en.wikipedia,all-access,user,daily,2017070100,216145677
en.wikipedia,all-access,user,daily,2017070200,227650505
en.wikipedia,all-access,user,daily,2017070300,237434172
en.wikipedia,all-access,user,daily,2017070400,236337768
en.wikipedia,all-access,user,daily,2017070500,235037198
en.wikipedia,all-access,user,daily,2017070600,235594884
en.wikipedia,all-access,user,daily,2017070700,227693566
en.wikipedia,all-access,user,daily,2017070800,223556364
en.wikipedia,all-access,user,daily,2017070900,236896942
en.wikipedia,all-access,user,daily,2017071000,250953572
en.wikipedia,all-access,user,daily,2017071100,242459249
en.wikipedia,all-access,user,daily,2017071200,241957244
en.wikipedia,all-access,user,daily,2017071300,236797658
en.wikipedia,all-access,user,daily,2017071400,227003969
en.wikipedia,all-access,user,daily,2017071500,222827537
en.wikipedia,all-access,user,daily,2017071600,240521606
en.wikipedia,all-access,user,daily,2017071700,245935154
en.wikipedia,all-access,user,daily,2017071800,238369178
en.wikipedia,all-access,user,daily,2017071900,237238971
en.wikipedia,all-access,user,daily,2017072000,238216724
en.wikipedia,all-access,user,daily,2017072100,233927538
en.wikipedia,all-access,user,daily,2017072200,226546965
en.wikipedia,all-access,user,daily,2017072300,243900990
en.wikipedia,all-access,user,daily,2017072400,250562470
en.wikipedia,all-access,user,daily,2017072500,244274910
en.wikipedia,all-access,user,daily,2017072600,238832257
en.wikipedia,all-access,user,daily,2017072700,234221882
en.wikipedia,all-access,user,daily,2017072800,226922013
en.wikipedia,all-access,user,daily,2017072900,216858458
en.wikipedia,all-access,user,daily,2017073000,234511642
en.wikipedia,all-access,user,daily,2017073100,241316734
en.wikipedia,all-access,user,daily,2017080100,236121327
en.wikipedia,all-access,user,daily,2017080200,236176610
en.wikipedia,all-access,user,daily,2017080300,231499935
en.wikipedia,all-access,user,daily,2017080400,222142542
en.wikipedia,all-access,user,daily,2017080500,214372633
en.wikipedia,all-access,user,daily,2017080600,232128017
en.wikipedia,all-access,user,daily,2017080700,240987218
en.wikipedia,all-access,user,daily,2017080800,237674080
en.wikipedia,all-access,user,daily,2017080900,240278303
en.wikipedia,all-access,user,daily,2017081000,234771303
en.wikipedia,all-access,user,daily,2017081100,225165072
en.wikipedia,all-access,user,daily,2017081200,219733402
en.wikipedia,all-access,user,daily,2017081300,231044322
en.wikipedia,all-access,user,daily,2017081400,238159212
en.wikipedia,all-access,user,daily,2017081500,236436259
en.wikipedia,all-access,user,daily,2017081600,236464976
en.wikipedia,all-access,user,daily,2017081700,233515730
en.wikipedia,all-access,user,daily,2017081800,227433230
en.wikipedia,all-access,user,daily,2017081900,217964019
en.wikipedia,all-access,user,daily,2017082000,238861563
en.wikipedia,all-access,user,daily,2017082100,244165056
en.wikipedia,all-access,user,daily,2017082200,238595233
en.wikipedia,all-access,user,daily,2017082300,235228963
en.wikipedia,all-access,user,daily,2017082400,231218183
en.wikipedia,all-access,user,daily,2017082500,224391491
en.wikipedia,all-access,user,daily,2017082600,217703996
en.wikipedia,all-access,user,daily,2017082700,233112032
en.wikipedia,all-access,user,daily,2017082800,240579495
en.wikipedia,all-access,user,daily,2017082900,236728941
en.wikipedia,all-access,user,daily,2017083000,234600545
en.wikipedia,all-access,user,daily,2017083100,229724927
en.wikipedia,all-access,user,daily,2017090100,218138913
en.wikipedia,all-access,user,daily,2017090200,216563618
en.wikipedia,all-access,user,daily,2017090300,237152213
en.wikipedia,all-access,user,daily,2017090400,248685010
en.wikipedia,all-access,user,daily,2017090500,249562224
en.wikipedia,all-access,user,daily,2017090600,241512992
en.wikipedia,all-access,user,daily,2017090700,238816351
en.wikipedia,all-access,user,daily,2017090800,225822519
en.wikipedia,all-access,user,daily,2017090900,217548429
en.wikipedia,all-access,user,daily,2017091000,238384007
en.wikipedia,all-access,user,daily,2017091100,243613490
en.wikipedia,all-access,user,daily,2017091200,237288464
en.wikipedia,all-access,user,daily,2017091300,236317353
en.wikipedia,all-access,user,daily,2017091400,236182125
en.wikipedia,all-access,user,daily,2017091500,228605674
en.wikipedia,all-access,user,daily,2017091600,222072277
en.wikipedia,all-access,user,daily,2017091700,242158426
en.wikipedia,all-access,user,daily,2017091800,257407168
en.wikipedia,all-access,user,daily,2017091900,248729138
en.wikipedia,all-access,user,daily,2017092000,244313983
en.wikipedia,all-access,user,daily,2017092100,242989345
en.wikipedia,all-access,user,daily,2017092200,230153792
en.wikipedia,all-access,user,daily,2017092300,223104006
en.wikipedia,all-access,user,daily,2017092400,239078025
en.wikipedia,all-access,user,daily,2017092500,250950751
en.wikipedia,all-access,user,daily,2017092600,246101748
en.wikipedia,all-access,user,daily,2017092700,241404752
en.wikipedia,all-access,user,daily,2017092800,240791648
en.wikipedia,all-access,user,daily,2017092900,223389500
en.wikipedia,all-access,user,daily,2017093000,212214320
en.wikipedia,all-access,user,daily,2017100100,232711638
en.wikipedia,all-access,user,daily,2017100200,250788489
en.wikipedia,all-access,user,daily,2017100300,250577051
en.wikipedia,all-access,user,daily,2017100400,243789791
en.wikipedia,all-access,user,daily,2017100500,240826909
en.wikipedia,all-access,user,daily,2017100600,231682470
en.wikipedia,all-access,user,daily,2017100700,227297661
en.wikipedia,all-access,user,daily,2017100800,245048988
en.wikipedia,all-access,user,daily,2017100900,259336538
en.wikipedia,all-access,user,daily,2017101000,255349870
en.wikipedia,all-access,user,daily,2017101100,250769344
en.wikipedia,all-access,user,daily,2017101200,244786324
en.wikipedia,all-access,user,daily,2017101300,235065063
en.wikipedia,all-access,user,daily,2017101400,226588879
en.wikipedia,all-access,user,daily,2017101500,246737723
en.wikipedia,all-access,user,daily,2017101600,258033484
en.wikipedia,all-access,user,daily,2017101700,250691681
en.wikipedia,all-access,user,daily,2017101800,242103222
en.wikipedia,all-access,user,daily,2017101900,240624149
en.wikipedia,all-access,user,daily,2017102000,234169872
en.wikipedia,all-access,user,daily,2017102100,228130208
en.wikipedia,all-access,user,daily,2017102200,249192851
en.wikipedia,all-access,user,daily,2017102300,262350492
en.wikipedia,all-access,user,daily,2017102400,257594759
en.wikipedia,all-access,user,daily,2017102500,252555374
en.wikipedia,all-access,user,daily,2017102600,245021294
en.wikipedia,all-access,user,daily,2017102700,232561069
en.wikipedia,all-access,user,daily,2017102800,227873879
en.wikipedia,all-access,user,daily,2017102900,251117294
en.wikipedia,all-access,user,daily,2017103000,260757317
en.wikipedia,all-access,user,daily,2017103100,246638498
en.wikipedia,all-access,user,daily,2017110100,245997127
en.wikipedia,all-access,user,daily,2017110200,253643825
en.wikipedia,all-access,user,daily,2017110300,238078188
en.wikipedia,all-access,user,daily,2017110400,231904178
en.wikipedia,all-access,user,daily,2017110500,256429405
en.wikipedia,all-access,user,daily,2017110600,262311971
en.wikipedia,all-access,user,daily,2017110700,258324684
en.wikipedia,all-access,user,daily,2017110800,254965389
en.wikipedia,all-access,user,daily,2017110900,248586182
en.wikipedia,all-access,user,daily,2017111000,235358360
en.wikipedia,all-access,user,daily,2017111100,232644816
en.wikipedia,all-access,user,daily,2017111200,253127535
en.wikipedia,all-access,user,daily,2017111300,266751247
en.wikipedia,all-access,user,daily,2017111400,259460016
en.wikipedia,all-access,user,daily,2017111500,253678008
en.wikipedia,all-access,user,daily,2017111600,251793266
en.wikipedia,all-access,user,daily,2017111700,236822824
en.wikipedia,all-access,user,daily,2017111800,231826074
en.wikipedia,all-access,user,daily,2017111900,252684666
en.wikipedia,all-access,user,daily,2017112000,270098673
en.wikipedia,all-access,user,daily,2017112100,256641742
en.wikipedia,all-access,user,daily,2017112200,250952678
en.wikipedia,all-access,user,daily,2017112300,233493844
en.wikipedia,all-access,user,daily,2017112400,224892662
en.wikipedia,all-access,user,daily,2017112500,234940835
en.wikipedia,all-access,user,daily,2017112600,254249034
en.wikipedia,all-access,user,daily,2017112700,272091088
en.wikipedia,all-access,user,daily,2017112800,263236280
en.wikipedia,all-access,user,daily,2017112900,255233213
en.wikipedia,all-access,user,daily,2017113000,245855174
en.wikipedia,all-access,user,daily,2017120100,234766440
en.wikipedia,all-access,user,daily,2017120200,223279761
en.wikipedia,all-access,user,daily,2017120300,245819134
en.wikipedia,all-access,user,daily,2017120400,261649670
en.wikipedia,all-access,user,daily,2017120500,261203674
en.wikipedia,all-access,user,daily,2017120600,249286370
en.wikipedia,all-access,user,daily,2017120700,258083984
en.wikipedia,all-access,user,daily,2017120800,244266774
en.wikipedia,all-access,user,daily,2017120900,231974553
en.wikipedia,all-access,user,daily,2017121000,252218017
en.wikipedia,all-access,user,daily,2017121100,265949758
en.wikipedia,all-access,user,daily,2017121200,253321463
en.wikipedia,all-access,user,daily,2017121300,250093109
en.wikipedia,all-access,user,daily,2017121400,242477144
en.wikipedia,all-access,user,daily,2017121500,228605114
en.wikipedia,all-access,user,daily,2017121600,221668293
en.wikipedia,all-access,user,daily,2017121700,239034822
en.wikipedia,all-access,user,daily,2017121800,253744053
en.wikipedia,all-access,user,daily,2017121900,240056427
en.wikipedia,all-access,user,daily,2017122000,233037656
en.wikipedia,all-access,user,daily,2017122100,229031021
en.wikipedia,all-access,user,daily,2017122200,213598030
en.wikipedia,all-access,user,daily,2017122300,216040737
en.wikipedia,all-access,user,daily,2017122400,221519286
en.wikipedia,all-access,user,daily,2017122500,226745200
en.wikipedia,all-access,user,daily,2017122600,241982306
en.wikipedia,all-access,user,daily,2017122700,248393038
en.wikipedia,all-access,user,daily,2017122800,252833502
en.wikipedia,all-access,user,daily,2017122900,245708960
en.wikipedia,all-access,user,daily,2017123000,242828024
en.wikipedia,all-access,user,daily,2017123100,241311080
en.wikipedia,all-access,user,daily,2018010100,254004895
en.wikipedia,all-access,user,daily,2018010200,271970474
en.wikipedia,all-access,user,daily,2018010300,271754128
en.wikipedia,all-access,user,daily,2018010400,262030351
en.wikipedia,all-access,user,daily,2018010500,258797232
en.wikipedia,all-access,user,daily,2018010600,271726182
en.wikipedia,all-access,user,daily,2018010700,278262904
en.wikipedia,all-access,user,daily,2018010800,286077530
en.wikipedia,all-access,user,daily,2018010900,270794915
en.wikipedia,all-access,user,daily,2018011000,266009404
en.wikipedia,all-access,user,daily,2018011100,270478160
en.wikipedia,all-access,user,daily,2018011200,254774919
en.wikipedia,all-access,user,daily,2018011300,258228010
en.wikipedia,all-access,user,daily,2018011400,286198199
en.wikipedia,all-access,user,daily,2018011500,293352495
en.wikipedia,all-access,user,daily,2018011600,277937692
en.wikipedia,all-access,user,daily,2018011700,276807372
en.wikipedia,all-access,user,daily,2018011800,287623674
en.wikipedia,all-access,user,daily,2018011900,255037913
en.wikipedia,all-access,user,daily,2018012000,248678061
en.wikipedia,all-access,user,daily,2018012100,271949536
en.wikipedia,all-access,user,daily,2018012200,286744283
en.wikipedia,all-access,user,daily,2018012300,274131991
en.wikipedia,all-access,user,daily,2018012400,268980348
en.wikipedia,all-access,user,daily,2018012500,264998286
en.wikipedia,all-access,user,daily,2018012600,258082731
en.wikipedia,all-access,user,daily,2018012700,250203704
en.wikipedia,all-access,user,daily,2018012800,275092457
en.wikipedia,all-access,user,daily,2018012900,286403997
en.wikipedia,all-access,user,daily,2018013000,269390035
en.wikipedia,all-access,user,daily,2018013100,264594182
en.wikipedia,all-access,user,daily,2018020100,259389988
en.wikipedia,all-access,user,daily,2018020200,249143903
en.wikipedia,all-access,user,daily,2018020300,247616770
en.wikipedia,all-access,user,daily,2018020400,270954687
en.wikipedia,all-access,user,daily,2018020500,282862407
en.wikipedia,all-access,user,daily,2018020600,269835535
en.wikipedia,all-access,user,daily,2018020700,263535106
en.wikipedia,all-access,user,daily,2018020800,262974215
en.wikipedia,all-access,user,daily,2018020900,250503379
en.wikipedia,all-access,user,daily,2018021000,248228828
en.wikipedia,all-access,user,daily,2018021100,269435881
en.wikipedia,all-access,user,daily,2018021200,277064820
en.wikipedia,all-access,user,daily,2018021300,264501217
en.wikipedia,all-access,user,daily,2018021400,254280551
en.wikipedia,all-access,user,daily,2018021500,254650697
en.wikipedia,all-access,user,daily,2018021600,248825318
en.wikipedia,all-access,user,daily,2018021700,246495901
en.wikipedia,all-access,user,daily,2018021800,267296223
en.wikipedia,all-access,user,daily,2018021900,279634303
en.wikipedia,all-access,user,daily,2018022000,269090269
en.wikipedia,all-access,user,daily,2018022100,266536143
en.wikipedia,all-access,user,daily,2018022200,261945680
en.wikipedia,all-access,user,daily,2018022300,252988876
en.wikipedia,all-access,user,daily,2018022400,246446816
en.wikipedia,all-access,user,daily,2018022500,276984314
en.wikipedia,all-access,user,daily,2018022600,285124856
en.wikipedia,all-access,user,daily,2018022700,270896674
en.wikipedia,all-access,user,daily,2018022800,263091065
en.wikipedia,all-access,user,daily,2018030100,259948323
en.wikipedia,all-access,user,daily,2018030200,248193965
en.wikipedia,all-access,user,daily,2018030300,248455158
en.wikipedia,all-access,user,daily,2018030400,270825902
en.wikipedia,all-access,user,daily,2018030500,290259506
en.wikipedia,all-access,user,daily,2018030600,268181631
en.wikipedia,all-access,user,daily,2018030700,263749375
en.wikipedia,all-access,user,daily,2018030800,260216863
en.wikipedia,all-access,user,daily,2018030900,248118042
en.wikipedia,all-access,user,daily,2018031000,242508715
en.wikipedia,all-access,user,daily,2018031100,267327597
en.wikipedia,all-access,user,daily,2018031200,278573713
en.wikipedia,all-access,user,daily,2018031300,268124419
en.wikipedia,all-access,user,daily,2018031400,274436000
en.wikipedia,all-access,user,daily,2018031500,260369192
en.wikipedia,all-access,user,daily,2018031600,248456051
en.wikipedia,all-access,user,daily,2018031700,244307938
en.wikipedia,all-access,user,daily,2018031800,265322854
en.wikipedia,all-access,user,daily,2018031900,272784374
en.wikipedia,all-access,user,daily,2018032000,260811340
en.wikipedia,all-access,user,daily,2018032100,259485687
en.wikipedia,all-access,user,daily,2018032200,258118766
en.wikipedia,all-access,user,daily,2018032300,247161719
en.wikipedia,all-access,user,daily,2018032400,238161811
en.wikipedia,all-access,user,daily,2018032500,256805417
en.wikipedia,all-access,user,daily,2018032600,268421339
en.wikipedia,all-access,user,daily,2018032700,260428454
en.wikipedia,all-access,user,daily,2018032800,254185785
en.wikipedia,all-access,user,daily,2018032900,246477844
en.wikipedia,all-access,user,daily,2018033000,245116497
en.wikipedia,all-access,user,daily,2018033100,239811905
en.wikipedia,all-access,user,daily,2018040100,252675261
en.wikipedia,all-access,user,daily,2018040200,272919397
en.wikipedia,all-access,user,daily,2018040300,266684634
en.wikipedia,all-access,user,daily,2018040400,260871840
en.wikipedia,all-access,user,daily,2018040500,253103719
en.wikipedia,all-access,user,daily,2018040600,246901570
en.wikipedia,all-access,user,daily,2018040700,246829840
en.wikipedia,all-access,user,daily,2018040800,267289432
en.wikipedia,all-access,user,daily,2018040900,276232602
en.wikipedia,all-access,user,daily,2018041000,262767445
en.wikipedia,all-access,user,daily,2018041100,265038607
en.wikipedia,all-access,user,daily,2018041200,258728356
en.wikipedia,all-access,user,daily,2018041300,245229556
en.wikipedia,all-access,user,daily,2018041400,238878257
en.wikipedia,all-access,user,daily,2018041500,270245924
en.wikipedia,all-access,user,daily,2018041600,276097734
en.wikipedia,all-access,user,daily,2018041700,262640494
en.wikipedia,all-access,user,daily,2018041800,257893371
en.wikipedia,all-access,user,daily,2018041900,247415497
en.wikipedia,all-access,user,daily,2018042000,240716754
en.wikipedia,all-access,user,daily,2018042100,236492726
en.wikipedia,all-access,user,daily,2018042200,254709218
en.wikipedia,all-access,user,daily,2018042300,265359703
en.wikipedia,all-access,user,daily,2018042400,262869032
en.wikipedia,all-access,user,daily,2018042500,264210926
en.wikipedia,all-access,user,daily,2018042600,251982187
en.wikipedia,all-access,user,daily,2018042700,243941232
en.wikipedia,all-access,user,daily,2018042800,231240109
en.wikipedia,all-access,user,daily,2018042900,248990541
en.wikipedia,all-access,user,daily,2018043000,261397566
en.wikipedia,all-access,user,daily,2018050100,253688752
en.wikipedia,all-access,user,daily,2018050200,246476978
en.wikipedia,all-access,user,daily,2018050300,246863030
en.wikipedia,all-access,user,daily,2018050400,237574932
en.wikipedia,all-access,user,daily,2018050500,231603196
en.wikipedia,all-access,user,daily,2018050600,245260367
en.wikipedia,all-access,user,daily,2018050700,261996660
en.wikipedia,all-access,user,daily,2018050800,255885138
en.wikipedia,all-access,user,daily,2018050900,248229020
en.wikipedia,all-access,user,daily,2018051000,249614379
en.wikipedia,all-access,user,daily,2018051100,240662605
en.wikipedia,all-access,user,daily,2018051200,236043509
en.wikipedia,all-access,user,daily,2018051300,250153694
en.wikipedia,all-access,user,daily,2018051400,263683784
en.wikipedia,all-access,user,daily,2018051500,256633680
en.wikipedia,all-access,user,daily,2018051600,255813379
en.wikipedia,all-access,user,daily,2018051700,250659729
en.wikipedia,all-access,user,daily,2018051800,241236399
en.wikipedia,all-access,user,daily,2018051900,260179610
en.wikipedia,all-access,user,daily,2018052000,269896594
en.wikipedia,all-access,user,daily,2018052100,273821611
en.wikipedia,all-access,user,daily,2018052200,262074230
en.wikipedia,all-access,user,daily,2018052300,252193398
en.wikipedia,all-access,user,daily,2018052400,243245413
en.wikipedia,all-access,user,daily,2018052500,235636283
en.wikipedia,all-access,user,daily,2018052600,230043801
en.wikipedia,all-access,user,daily,2018052700,248939352
en.wikipedia,all-access,user,daily,2018052800,260256771
en.wikipedia,all-access,user,daily,2018052900,262022908
en.wikipedia,all-access,user,daily,2018053000,249923234
en.wikipedia,all-access,user,daily,2018053100,244528482
en.wikipedia,all-access,user,daily,2018060100,233478386
en.wikipedia,all-access,user,daily,2018060200,228228242
en.wikipedia,all-access,user,daily,2018060300,246384090
en.wikipedia,all-access,user,daily,2018060400,255182779
en.wikipedia,all-access,user,daily,2018060500,251398633
en.wikipedia,all-access,user,daily,2018060600,245931901
